=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1326, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1327, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1328, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1329, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1330, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1331, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1332, origin.facId=sawmill
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1333, origin.facId=coastWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1334, origin.facId=logisticsGarage
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1335, origin.facId=logisticsGarage
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1336, origin.facId=firwoodNodeolineStore_parking
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1337, origin.facId=firwoodNodeolineStore_parking
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1338, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1339, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1340, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1341, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1342, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1343, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1344, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1345, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1346, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1347, origin.facId=nodeolineStoreDelivery
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1348, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1349, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1350, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1351, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1352, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1353, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1354, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1355, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1356, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1357, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1359, origin.facId=cityCommercial_parking2
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1360, origin.facId=cityCommercial_parking2
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1361, origin.facId=cityCommercial_parking2
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1362, origin.facId=firwoodMotorCompany
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1363, origin.facId=firwoodMotorCompany
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1364, origin.facId=firwoodMotorCompany
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1365, origin.facId=firwoodMotorCompany
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1366, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1367, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1368, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1369, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1370, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1371, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1372, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1373, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1374, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1375, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1376, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1377, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1378, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1379, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1380, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1381, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1382, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1383, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1384, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1385, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1386, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1387, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1388, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1389, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1390, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1391, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1392, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1393, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1394, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1395, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1396, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1397, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1398, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1399, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1400, origin.facId=cityCommercial_parking1
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1401, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1402, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1403, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1404, origin.facId=watchtowerInn
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1405, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1406, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1407, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1408, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1409, origin.facId=kikisDiner
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1410, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1411, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1412, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1413, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1414, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1415, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1416, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1417, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1418, origin.facId=bigWarehouse
[12:08:49] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:49] [I] cargoScreen: onCargoGenerated called: cargoId=1419, origin.facId=bigWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1420, origin.facId=bigWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1421, origin.facId=bigWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1422, origin.facId=kikisDiner
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1423, origin.facId=kikisDiner
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1424, origin.facId=kikisDiner
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1425, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1426, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1427, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1428, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1429, origin.facId=port
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1435, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1436, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1437, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1438, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1439, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1440, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1441, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1442, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1443, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1444, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1445, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1446, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1447, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1448, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1449, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1450, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1451, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1452, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1453, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1454, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1455, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1456, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1457, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1458, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1459, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1460, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1461, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1462, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1463, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1464, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1465, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1466, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1467, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1468, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1469, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1470, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1471, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1472, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1473, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1474, origin.facId=firwoodSupply
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1475, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1476, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1477, origin.facId=coastWarehouse
[12:08:50] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:08:50] [I] cargoScreen: onCargoGenerated called: cargoId=1478, origin.facId=coastWarehouse
